userName,score,at,content,clean_teks,polarity_score,polarity
Abi Zeela,1,2023-09-21 10:23:25,TikTok ini gimana kok setelah di-update malah tambah gak karuan... Aplikasinya sering gak bisa dibuka. Sampai² harus uinstal dan install ulang lagi..dan lagi... Terus juga ketika mau login pakai nomor nungguin OTP lama banget...... Sampai diulang-ulang. Alhasil muncul tulisan frekuensi kunjungan terlalu sering. Udah deh ribet. Masalahnya sulit teratasi.,"['tiktok', 'bagaimana', 'terbaru', 'gak', 'karuan', 'aplikasi', 'gak', 'buka', 'sampai', 'uinstal', 'pasang', 'ulang', 'lagidan', 'login', 'pakai', 'nomor', 'tunggu', 'otp', 'banget', 'diulangulang', 'alhasil', 'muncul', 'tulis', 'frekuensi', 'kunjung', 'sudah', 'deh', 'ribet', 'sulit', 'atas']",-8,negative
Widina Razny,3,2023-10-11 15:33:38,"Aplikasi nya udah baguuss, bangettt. Seruu. Tapi tolong kok akhir akhir ini sering banget gak bisa dibuka, cuma ada logo nya doang.. padahal jaringan bagus, handphone nya jarang ngeleg. Jad harus di hapus download lagii. Tolong saya sudah berulang ulang seperti itu sampai 6 kali.","['aplikasi', 'sudah', 'baguuss', 'bangettt', 'seruu', 'tolong', 'banget', 'gak', 'buka', 'logo', 'doang', 'jaringan', 'bagus', 'handphone', 'jarang', 'lelet', 'jad', 'hapus', 'unduh', 'lagi', 'tolong', 'ulang', 'ulang', 'kali']",-16,negative
Nuraisih Lestari cantik,5,2023-11-07 17:59:21,"Aplikasi nya sangat bagus, dan menarik banyak perhatian, aku sangat menyukai nyaa karena kita bisa berkomunikasi lewat tiktok ini, kita juga bisa meng-upload video/poto, banyak sekali filter di aplikasi ini, dan awal nya aplikasi nya berjalan dengan baik, setelah hampir 2 tahun aku memainkan nya, dan ketika aku update terbaru di bulan ini tiba"" tiktok ku tidak bisa dibuka, aku bingung karena biasanya tidak seperti ini, dan apakah tiktok kalian juga seperti itu?","['aplikasi', 'bagus', 'tarik', 'perhati', 'suka', 'nyaa', 'komunikasi', 'tiktok', 'mengupload', 'videopoto', 'filter', 'aplikasi', 'aplikasi', 'jalan', 'main', 'terbaru', 'baru', 'tiktok', 'ku', 'buka', 'bingung', 'tiktok']",-8,negative
Nfth0413,1,2023-09-18 19:26:55,"Tiktok saya kok lag ya? Padahal sudah diupdate akan tetapi malah semakin nge-lag, bahkan sering ada suaranya namun ganbar nya tidak bergerak, setelah di kembalikan ke home terkadang juga masih ngikut suaranya, tolong dong buat developer di perbaiki yg kayak gini biar ga keulang lagi...","['tiktok', 'lag', 'iya', 'terbaru', 'lelet', 'suara', 'ganbar', 'gerak', 'kembali', 'home', 'terkadang', 'ikut', 'suara', 'tolong', 'developer', 'baik', 'kayak', 'gin', 'biar', 'tidak', 'ulang']",-2,negative
Ibnu Hasyim Alwi,2,2023-10-06 07:17:53,"Aplikasi sangat menghibur dan ada juga manfaatnya, hanya saja belakangan ini aplikasinya tidak bisa di buka , padahal Ram hp masih mumpuni , dan ternyata hal tersebut (tiktok tidak bisa di buka) banyak yang mengalami , silahkan di perbaiki agar aplikasi tiktok tetap bisa di minati semua orang , terimakasih.","['aplikasi', 'hibur', 'manfaat', 'aplikasi', 'buka', 'ram', 'seluler', 'mumpuni', 'tiktok', 'buka', 'alami', 'silah', 'baik', 'aplikasi', 'tiktok', 'minat', 'orang', 'terima kasih']",4,positive
Vilda Citra,3,2023-09-24 18:13:23,"Sebelumnya apk tik tok ini tuh udh bgs bgt tapi kadang kalo mau masuk itu suka ngebug dan bug nya itu lama, misal kita mau masuk ke apk tik tok ny tapi logo ny itu lamaaaaa bgt dan harus dowload ulang biar bisa masuk, jdi bikin maless dan bete terkadang kalo aku mau masuk itu kadang""akun aku selalu hilang dan harus daftar lagi jdi tolong untuk update kali ini kalo bisa diilangin bug""nya","['aplikasi', 'tik', 'tok', 'tuh', 'udh', 'bagus', 'banget', 'kadang', 'kalau', 'masuk', 'suka', 'bug', 'bug', 'masuk', 'aplikasi', 'tik', 'tok', 'ny', 'logo', 'ny', 'lamaaaaa', 'banget', 'dowload', 'ulang', 'biar', 'masuk', 'jadi', 'bikin', 'maless', 'bosan', 'terkadang', 'kalau', 'masuk', 'kadangakun', 'hilang', 'daftar', 'jadi', 'tolong', 'terbaru', 'kali', 'kalau', 'diilangin', 'bugnya']",-8,negative
Larisa Suastika,4,2023-09-13 20:38:02,Saya menyukai Tiktok dan sudah sangat sempurna bagi saya. Tetapi kebanyakan orang memberi centang satu dan tidak nyaman memakai tiktok karena update nya seperti memburuk. Saya sarankan untuk tingkatkan lagi agar berkualitas bagus untuk di semua Hp. Dan saya juga tidak merasa kurang apalagi dengan tiktok hanya kasihan dengan orang yang tidak nyaman memakai tiktok. Saran dari saya jangan update terlalu banyak karena akan membuat Lag dan patah patah Jika kebanyakan update sekian dari saya Makasih.,"['suka', 'tiktok', 'sempurna', 'banyak', 'orang', 'centang', 'nyaman', 'pakai', 'tiktok', 'terbaru', 'buruk', 'saran', 'tingkat', 'kualitas', 'bagus', 'seluler', 'tiktok', 'kasih', 'orang', 'nyaman', 'pakai', 'tiktok', 'saran', 'terbaru', 'lag', 'patah', 'patah', 'banyak', 'terbaru', 'sekian', 'terima kasih']",11,positive
Nandito Frederico S,1,2023-10-10 23:28:17,"Setelah update, tiktok malah makin gajelas. Sudah banyak yang komplain soal masalah ini, yang dimana itu adalah aplikasi ini tidak berjalan semestinya, terkadang stuck di logo dan membuat hp menjadi lag saat berada di aplikasi lain ataupun saat keluar tiktok.. adapun juga aplikasi ini benar-benar sudah tidak bisa dibuka sama sekali. Padahal secara pribadi penyimpanan saya masih banyak tapi dari tiktok sendiri masih mengalami hal seperti itu meskipun hp sudah di restart","['terbaru', 'tiktok', 'tidak jelas', 'komplain', 'mana', 'aplikasi', 'jalan', 'mesti', 'terkadang', 'stuck', 'logo', 'seluler', 'lag', 'aplikasi', 'tiktok', 'aplikasi', 'benarbenar', 'buka', 'pribadi', 'simpan', 'tiktok', 'alami', 'seluler', 'restart']",-14,negative
Rayzhel Joe,5,2023-10-27 19:20:14,"Tiktok sangat seru tetapi mengapa aku tidak bisa update tapi aku terasa nyaman di tiktok, aku merasa senang tetapi sebenarnya ada beberapa bug, yaitu sering ngelag kalau mau keluar, suka gabisa buka tiktok dan lain-lainnya tapi itu masih bisa diperbaiki mohon untuk info ini terimakasih,, dan juga update sekian terimakasih banyak,,","['tiktok', 'seru', 'terbaru', 'nyaman', 'tiktok', 'senang', 'bug', 'lelet', 'suka', 'tidak bisa', 'buka', 'tiktok', 'lainlainnya', 'baik', 'mohon', 'informasi', 'terima kasih', 'terbaru', 'sekian', 'terima kasih']",26,positive
Papa Keyla,2,2023-11-07 00:55:27,Saya mengalami masalah pada suara/lagu yang jadi favorit tidak muncul di bagian pilihan suara. Agal kesal dengan masalah ini menyulitkan saya untuk memposting Video. Tolong Pihak tiktok Memperhatikan ini makasih,"['alami', 'suaralagu', 'favorit', 'muncul', 'pilih', 'suara', 'agal', 'kesal', 'sulit', 'memposting', 'video', 'tolong', 'tiktok', 'perhati', 'terima kasih']",-4,negative
nafla nanda m,1,2023-10-11 03:32:07,"setelah update dan saat membuka likes akun pasti selalu lemot, RAM nya begitu besar sekali setelah update sangat tidak nyaman sebaik nya hilangkan saja fitur yg tidak digunakan. suka kesel kalo stuck di depan logo tiktok dan memengaruhi saat membuka aplikasi lain.","['terbaru', 'buka', 'likes', 'akun', 'lot', 'ram', 'terbaru', 'nyaman', 'hilang', 'fitur', 'suka', 'kesel', 'kalau', 'stuck', 'logo', 'tiktok', 'pengaruh', 'buka', 'aplikasi']",-1,negative
Rama Alfadly,1,2023-09-24 20:25:56,"Dengarkan saya. Akhir akhir ini aplikasi tiktok sepertinya membuat masalah pada RAM. Gejalanya, ada yang langsung, ada juga yang setelah beberapa hari pemakaian tiba tiba aplikasi tiktok tidak bisa di buka. berhenti pada logo Tiktok, dan sesekali setelah itu langsung menutup dengan sendirinya. Yang lebih parahnya, beberapa perangkat mengalami LAGGing parah. Layar menyala mati menyala mati dan selalu kembali ke layar utama atau layar kunci. Dan saya cek RAM tersisa 100mb.","['dengar', 'aplikasi', 'tiktok', 'ram', 'gejala', 'langsung', 'pakai', 'aplikasi', 'tiktok', 'buka', 'henti', 'logo', 'tiktok', 'langsung', 'tutup', 'parah', 'perangkat', 'alami', 'lelet', 'parah', 'layar', 'nyala', 'mati', 'nyala', 'mati', 'layar', 'utama', 'layar', 'kunci', 'cek', 'ram', 'sisa', 'mb']",-26,negative
Putri Putri,3,2023-11-02 16:33:33,Maaf tiktok sebelumnya saya kasih bintang 3 karena semakin tiktok di update semakin sering bug Contoh : -saat merekam layar tiba-tiba jadi hitam -saat buka apk keluar sendiri -like atau komen tidak bisa dipencet Ya itu bug yg sering saya alami semoga tiktok membaca ini dan segera memperbaikinya ya mungkin itu saja terimakasih (⁠•⁠ө⁠•⁠) 💗,"['maaf', 'tiktok', 'kasih', 'bintang', 'tiktok', 'terbaru', 'bug', 'contoh', 'rekam', 'layar', 'tiba', 'hitam', 'buka', 'aplikasi', 'like', 'komen', 'pencet', 'iya', 'bug', 'alami', 'moga', 'tiktok', 'baca', 'baik', 'iya', 'terima kasih', '', '']",0,neutral
Will,1,2023-09-30 21:42:59,"Aplikasi tiktok sekarang malah seperti virus,kalo mau buka aplikasinya pasti hp langsung lag dan itupun ngaruh ke aplikasi yg lain sekalipun masuk tapi nggak bisa di scroll dan kalo mau keluar aplikasinya malah lag banget,harus mulai ulang hp dulu baru bisa agak Lain nih emang aplikasi,semakin update semakain nggak jelas.ANEHHH!!!","['aplikasi', 'tiktok', 'viruskalo', 'buka', 'aplikasi', 'seluler', 'langsung', 'lag', 'itu', 'berpengaruh', 'aplikasi', 'masuk', 'tidak', 'scroll', 'kalau', 'aplikasi', 'lag', 'bangetharus', 'ulang', 'seluler', 'ini', 'emang', 'aplikasisemakin', 'terbaru', 'semakain', 'tidak', 'jelasanehhh']",-21,negative
Jully Anti,2,2023-09-01 08:54:55,"Tolong pihak tiktok,kenapa setelah di update tiktok nya jadi makin lambat,untuk membuka pertama kali terlihat sangat lambat pdhl koneksi bagus,pdhl sebelum di update tidak seperti ini,tolong segera di perbaiki untuk kenyamanan pengguna 🙏","['tolong', 'tiktokkenapa', 'terbaru', 'tiktok', 'lambatuntuk', 'buka', 'kali', 'lambat', 'padahal', 'koneksi', 'baguspdhl', 'terbaru', 'initolong', 'baik', 'nyaman', 'guna', '']",12,positive
Agung Darmasila,1,2023-10-04 20:15:24,Sering macet pas buka aplikasinya dan tidak bisa masuk lagi ke aplikasinya. Hrus uninstal dan download ulang bru kebuka. Nnti tdk lama kemudian kembali tdk bisa kebuka. Capekkk udh ada 10x uninstal dan download hanya untuk buka tiktok. Lebih parahnya tiba2 HP nge frame parah dan macet2 bikin HP lemot buka apapun itu. Tolong diperbaiki.,"['macet', 'pas', 'buka', 'aplikasi', 'masuk', 'aplikasi', 'harus', 'copot', 'unduh', 'ulang', 'baru', 'buka', 'nanti', 'tidak', 'tidak', 'buka', 'capekkk', 'udh', 'x', 'copot', 'unduh', 'buka', 'tiktok', 'parah', 'seluler', 'nge', 'frame', 'parah', 'macet', 'bikin', 'seluler', 'lot', 'buka', 'apa', 'tolong', 'baik']",-44,negative
Nurul H,1,2023-11-14 00:32:17,"Sumpah ya makin kesini makin sering bug, berkali-kali hapus install tetep aja ga ilang2 bugnya, video ngeframe terus, live suaranya masih nyantol padahal videonya udah lewat, masih banyak banget yg lainnya, tolonglah perbaiki lagi ini","['sumpah', 'iya', 'kesini', 'bug', 'berkalikali', 'hapus', 'pasang', 'tetep', 'saja', 'tidak', 'hilang', 'bugnya', 'video', 'ngeframe', 'langsung', 'suara', 'nyantol', 'video', 'sudah', 'banget', 'tolong', 'baik']",-3,negative
Eka Riyanti,1,2023-10-09 13:51:16,"Setelah di update tadi pagi kenapa ini malah mau pilih baju di tiktok ngga ada keranjang kuning nya semua. Apa sekarang tiktok sudah ngga bisa buat pesenan, baju dll?? Terus kenapa ada efek baru di download ngga bisa, muncul nya tulisan efek tidak ada dikawasan anda ?? Gimana ini sudah di update malah tambah buruk !! Perhatikan kualitas nya","['terbaru', 'pagi', 'pilih', 'baju', 'tiktok', 'tidak', 'keranjang', 'kuning', 'tiktok', 'tidak', 'sen', 'baju', 'dan lain lain', 'efek', 'unduh', 'tidak', 'muncul', 'tulis', 'efek', 'kawasan', 'bagaimana', 'terbaru', 'buruk', 'perhati', 'kualitas']",-6,negative
P V S,1,2023-10-05 21:22:52,"sebelumnya saya pake tiktok lite, kalau mau tampilan bersih tinggal zoom in aja pake 2 jari.. skrg pake tiktok malah harus tekan lama terus baru klik tampilan bersih. menurut saya lebih enak yg lngsung zoom in 2 jari untuk menghilangkan teks. terus masalah translate, kenapa gk ada 'terjemahkan' di bawah captionnya lgsung sih? rempong bgt mau nranslate doang🤧 mohon diperbaiki. terima kasih","['pakai', 'tiktok', 'lite', 'tampil', 'bersih', 'tinggal', 'zoom', 'masuk', 'saja', 'pakai', 'jari', 'sekarang', 'pakai', 'tiktok', 'tekan', 'klik', 'tampil', 'bersih', 'enak', 'langsung', 'zoom', 'masuk', 'jari', 'hilang', 'teks', 'translate', 'tidak', 'terjemah', 'captionnya', 'lgsung', 'sih', 'sulit', 'banget', 'nranslate', 'doang', 'mohon', 'baik', 'terima', 'kasih']",-19,negative
Jabrik Bhaburinik,1,2023-09-07 05:40:50,"Tik tok knp si, setelah di update kok pas buka apk nya suka keluar sendiri, trs nge bug juga. Padahal jaringan lancar banget sampe aku hapus nih aplikasi trs aku install ulang, kalonya masih nge bug dan keluar sendiri aku ga bakal download lagi","['tik', 'tok', 'kenapa', 'si', 'terbaru', 'pas', 'buka', 'aplikasi', 'suka', 'terus', 'nge', 'bug', 'jaringan', 'lancar', 'banget', 'sampai', 'hapus', 'ini', 'aplikasi', 'terus', 'pasang', 'ulang', 'kalau', 'nge', 'bug', 'tidak', 'unduh']",-5,negative
Susi Berliyana,1,2023-10-04 05:50:48,"Bener bener sangat mengecewakan, saya pengguna tiktok dari lama, tapi makin kesini tiktok makin jelek. Setelah di update jadi ga bisa di buka ya, padahal sebelumnya bisa bisa aja. Kalau mau buka tiktok harus hapus dulu aplikasi download ulang hahaha","['benar', 'benar', 'kecewa', 'guna', 'tiktok', 'kesini', 'tiktok', 'jelek', 'terbaru', 'tidak', 'buka', 'iya', 'saja', 'buka', 'tiktok', 'hapus', 'aplikasi', 'unduh', 'ulang', 'hahaha']",-19,negative
Yiengg jounglee,1,2023-09-21 21:42:16,"Aplikasi tidak bisa dibuka sama sekali padahal saya sudah update ke versi terbaru tapi tetep saja tidak ada perubahan, semua file sudah saya hapus tapi tetap saja tiktok tidak bisa dibukak, tolong dong perbaiki, padahal dulu tidak seperti ini, DIMOHON UNTUK DIPERBAIKI LAGI APLIKASI INI!!!!!😡","['aplikasi', 'buka', 'terbaru', 'versi', 'baru', 'tetep', 'ubah', 'file', 'hapus', 'tiktok', 'dibukak', 'tolong', 'baik', 'mohon', 'baik', 'aplikasi', 'ini']",-5,negative
a s,2,2023-10-01 11:08:05,"setelah di update malah sering lag, penempatan for you nya udah paling benar di sisi paling kanan, malah diubah di tengah, lagi-lagi update tiktok mengecewakan, font nya jelek, ngga ada fitur translate, Iklan nya bukan cuman di beranda, sekarang kalo nge scrol akun juga muncul iklan nya","['terbaru', 'lag', 'tempat', 'for', 'you', 'sudah', 'sisi', 'kanan', 'ubah', 'lagilagi', 'terbaru', 'tiktok', 'kecewa', 'font', 'jelek', 'tidak', 'fitur', 'translate', 'iklan', 'cuman', 'beranda', 'kalau', 'nge', 'scrol', 'akun', 'muncul', 'iklan']",-9,negative
