userName,score,at,content,clean_teks,polarity_score,polarity
Wawan Setya,1,2023-09-30 08:39:58,Setelah update terbaru malah aneh gak bisa dibuka pas dibuka lama trus ke sistem operasi HP jadi lag dan crash aneh kalau masalah ram dan prosesor gak mungkin karna ram 4 GB prosesor juga Snapdragon yg biasa buat game... masa buka tik tok jadi tiba2 lag... kayak berat banget aplikasi nya...,"['', 'terbaru', 'baru', 'bahkan', 'aneh', 'gak', '', 'buka', 'pas', 'buka', 'lama', 'terus', '', 'sistem', 'operasi', 'seluler', 'jadi', 'lag', '', 'rusak', 'aneh', 'kalau', 'masalah', 'ram', '', 'prosesor', 'gak', 'mungkin', 'karena', 'ram', 'gb', 'prosesor', '', 'snapdragon', 'yang', 'biasa', 'buat', 'game', 'masa', 'buka', 'tik', 'tok', 'jadi', 'tiba', 'lag', 'kayak', 'berat', 'banget', 'aplikasi', 'nya']",-23,negative
Ara Calista,1,2023-11-05 07:37:03,"Akhir akhir ini tik tok kenapa lelet banget ya , udah gitu juga sering eror , kayak gak bisa kebuka cuman muncul logo doang . Dan juga kalo lelet karena jaringan gak mungkin di tempat ku jaringan internet itu lancar jaya ,tapi entah mengapa kalo liat tiktok pasti lelet, coba dong jangan dikit dikit update. Kan cape ya haru hapus download lagi , terus ini kenapa ya fitur posting ulang saya gak ada","['akhir', 'akhir', '', 'tik', 'tok', '', 'lambat', 'banget', '', 'sudah', 'gitu', '', 'sering', 'error', 'kayak', 'gak', '', 'buka', 'cuman', 'muncul', 'logo', 'doang', '', '', 'kalau', 'lambat', '', 'jaringan', 'gak', 'mungkin', '', 'tempat', 'ku', 'jaringan', 'internet', '', 'lancar', 'jaya', '', 'entah', '', 'kalau', 'lihat', 'tiktok', '', 'lambat', 'coba', 'dong', 'jangan', 'dikit', 'dikit', 'terbaru', 'kan', 'capek', '', 'haru', 'hapus', 'unduh', '', 'terus', '', '', '', 'fitur', 'posting', 'ulang', '', 'gak', '']",-14,negative
Abu Alam,2,2023-10-15 11:31:54,aplikasinya bagus sih cuma kalo mau coba beberapa filter yang viral pasti selalu ada error (filter ini tidak tersedia di kawasan anda) cepat perbaiki!!! saya sudah mulai muak untuk tidak segan segan hapus aplikasi ini! @tiktok,"['aplikasi', 'bagus', 'sih', 'cuma', 'kalau', 'mau', 'coba', 'beberapa', 'filter', '', 'viral', '', 'selalu', '', 'error', 'filter', '', '', 'sedia', '', 'kawasan', '', 'cepat', 'baik', '', '', 'mulai', 'muak', '', '', 'segan', 'segan', 'hapus', 'aplikasi', '']",-17,negative
Isi Ref GBHTXZ6QRXYZU dptbonus,5,2023-09-02 13:42:59,"Proses tarik dana yang sangat cepat menjadikan aplikasi ini semakin mantap dan memuaskan ya, sederhana dan mudah digunakan baik dalam memutar video maupun sebagai pembuat konten kreator. Aplikasi nya minim bug sehingga enak banget ketika digunakan menonton video, selama menggunakan aplikasi nya tak ada kendala sama sekali.","['proses', 'tarik', 'dana', '', 'sangat', 'cepat', 'jadi', 'aplikasi', '', 'makin', 'mantap', '', 'muas', '', 'sederhana', '', 'mudah', 'guna', 'baik', '', 'putar', 'video', 'maupun', '', 'buat', 'konten', 'kreator', 'aplikasi', 'nya', 'minim', 'bug', '', 'enak', 'banget', '', 'guna', 'tonton', 'video', 'lama', 'guna', 'aplikasi', 'nya', 'tidak', '', 'kendala', 'sama', 'sekali']",-2,negative
Muh. Fahri,1,2023-09-09 23:49:54,"Tolong untuk memperbaiki,karena Tik tok sekarang sangat Lag/Patah-patah,menguras baterai latar belakang,ForceClose/Tik Tok telah berhenti,dan cepat membuat hp panas.saya yang bermain tik tok dari dulu dan merasa tik tok sekarang sangat Lag merasa tidak nyaman saat menonton/scrolling video padahal cache/penyimpanan sudah di bersihkan.","['', '', 'memperbaikikarena', 'tik', 'tok', 'sekarang', 'sangat', 'lagpatahpatahmenguras', 'baterai', 'latar', 'belakangforceclosetik', 'tok', '', 'berhentidan', 'cepat', 'buat', 'seluler', 'panassaya', '', 'main', 'tik', 'tok', '', 'dulu', '', 'rasa', 'tik', 'tok', 'sekarang', 'sangat', 'lag', 'rasa', '', 'nyaman', '', 'menontonscrolling', 'video', 'padahal', 'cachepenyimpanan', '', '', 'sih']",-6,negative
Erna sartika,1,2023-10-09 19:39:56,"Keluhan: aplikasi yg tidak berjalan seperti biasa nya, di mana di saat sya membuka aplikasi tik tok selalu tidak menampil kan layar hanya menampil kan logo tik tok dn saat kluar dri aplikasi tersebut sangat llt smpe harus mematikan daya hp berulang""","['keluh', 'aplikasi', 'yang', '', 'jalan', '', 'biasa', 'nya', '', 'mana', '', '', 'sya', 'buka', 'aplikasi', 'tik', 'tok', 'selalu', '', 'tampil', 'kan', 'layar', '', 'tampil', 'kan', 'logo', 'tik', 'tok', 'dn', '', 'keluar', 'dari', 'aplikasi', 'sebut', 'sangat', 'llt', 'smpe', '', 'mati', 'daya', 'seluler', 'ulang']",-32,negative
reza utama,1,2023-10-06 21:20:05,"next update bisa lah kalo kompres video ngotak dikit jangan sampe pecah kualitasnya padahal saya udh pke resolusi 4k/1080p masih aja tetep burik waktu di upload di tiktok, ayolah update fitur yang penting2 aja yang berguna jangan update buat fitur2 gajelas, dan juga stabilin apk nya biar gada lag ataupun frame agar pengguna aplikasi bisa nyaman menggunakan apk ini. tolong benar2 next agar bisa di update dan di tambah kan fitur2 yang berguna untuk kedepannya, SECEPATNYA YA!!!! DI TUNGGU...☺️","['lanjut', 'terbaru', '', 'lah', 'kalau', 'kompres', 'video', 'otak', 'dikit', 'jangan', 'sampai', 'pecah', 'kualitas', 'padahal', '', 'udh', 'pke', 'resolusi', 'kp', '', 'saja', 'tetep', 'burik', 'waktu', '', 'upload', '', 'tiktok', 'ayo', 'terbaru', 'fitur', '', 'penting', 'saja', '', 'guna', 'jangan', 'terbaru', 'buat', 'fitur', 'tidak jelas', '', '', 'stabilin', 'aplikasi', 'nya', 'biar', 'tidak ada', 'lag', 'atau', 'frame', '', 'guna', 'aplikasi', '', 'nyaman', 'guna', 'aplikasi', '', '', 'benar', 'lanjut', '', '', '', 'terbaru', '', '', 'tambah', 'kan', 'fitur', '', 'guna', '', 'depan', 'cepat', '', '', 'tunggu']",-2,negative
Meisya Putri,3,2023-09-27 11:46:28,"akhir akhir ini Tik tok jd suka banget nge bug, setiap mau masuk tiktok, cuma muncul logo doang ga masuk masuk ke video, lama banget loading nya, tolong d perbaiki lagi, sayang bgt tiktok skrng jd gini, jd mau ga mau harus download ulang lagi, jd males","['akhir', 'akhir', '', 'tik', 'tok', 'jadi', 'suka', 'banget', 'nge', 'bug', '', 'mau', 'masuk', 'tiktok', 'cuma', 'muncul', 'logo', 'doang', 'tidak', 'masuk', 'masuk', '', 'video', 'lama', 'banget', 'loading', 'nya', '', 'di', 'baik', '', 'sayang', 'banget', 'tiktok', 'sekarang', 'jadi', 'gin', 'jadi', 'mau', 'tidak', 'mau', '', 'unduh', 'ulang', '', 'jadi', 'males']",-11,negative
Putri Hadiu,1,2023-09-26 07:48:43,"Tiktok tidak bisa di buka,hanya terlihat logonya saja.Aplikasinya sudah di update tapi masih sering error. Harus di download ulang,tapi sudah sering terjadi beberapa kali. Perhatikan konten kreatornya tolong di perbaiki sistemnya.","['tiktok', '', '', '', 'bukahanya', 'lihat', 'logo', 'sajaaplikasinya', '', '', 'terbaru', '', '', 'sering', 'error', '', '', 'unduh', 'ulangtapi', '', 'sering', 'jadi', 'beberapa', 'kali', 'perhati', 'konten', 'kreator', '', '', 'baik', 'sistem']",5,positive
Anak Keren,1,2023-09-23 09:41:32,Tolong dong developer perbaiki tiktoknya... selama ini saya pake tiktok biasa-biasa saja tapi setelah di update malah habis itu aplikasinya gabisa di buka malah bahkan setelah di buka hape saya ngelag dan mati sendiri seperti ada virusnya tolong segera di perbaiki sekarang juga. Terimakasih,"['', 'dong', 'developer', 'baik', 'tiktoknya', 'lama', '', '', 'pakai', 'tiktok', 'biasabiasa', '', '', '', '', 'terbaru', 'bahkan', 'habis', '', 'aplikasi', 'tidak bisa', '', 'buka', 'bahkan', 'bahkan', '', '', 'buka', 'seluler', '', 'lelet', '', 'mati', 'sendiri', '', '', 'virus', '', 'segera', '', 'baik', 'sekarang', '', 'terima kasih']",1,positive
Yuli Yulida,1,2023-09-03 21:49:20,"Susah banget mau bukaa apk tiktok , setiap di bukaa ada suara ga ada gambar , tiba tiba keluar lagi dengan sendiri nya , bgtu mulu setiap bukaa . Padahal signal nya bagus . Jdi males buka tiktok . Tolong mas/mba di perbaiki . Udah ada kali 3 minggu gaa buka tiktok . Skrng mau bukaa lagi bgtu lagi . Mending uninstal aja dah . Gaa ada perbuhan sama sekali","['susah', 'banget', 'mau', 'bukaa', 'aplikasi', 'tiktok', '', '', 'bukaa', '', 'suara', 'tidak', '', 'gambar', 'tiba', 'tiba', 'keluar', '', '', 'sendiri', 'nya', 'bgtu', 'melulu', '', 'bukaa', 'padahal', 'sinyal', 'nya', 'bagus', 'jadi', 'males', 'buka', 'tiktok', '', 'masmba', '', 'baik', 'sudah', '', 'kali', 'minggu', 'gaa', 'buka', 'tiktok', 'sekarang', 'mau', 'bukaa', '', 'bgtu', '', 'lebih baik', 'copot', 'saja', 'sudah', 'gaa', '', 'perbuhan', 'sama', 'sekali']",-19,negative
Wisni Ansih,1,2023-10-04 10:16:48,"Maaf untuk ulasan yang sy tulis ,ini secara fakta dan nyata.selama bulan ini sy sudah meng uninstal dan instal lebih dari 8 -10 kali. Semakim kesini aplikasi nya semakin banyak gangguan.sehingganya aplikasi sering mengalami gangguang atau nge bug.swhingga nya setelah di instal ualang,1-2 hari aman.besok nya langsung tidak bisa dibuka kembali,hanya logo tiktok nya saja. Mohon pihak tiktok agar mengupayakan perbaikan untuk jauh lebih baik kembali. Bukan jauh lebih buruk.","['maaf', '', 'ulas', '', 'saya', 'tulis', '', '', 'fakta', '', 'nyataselama', 'bulan', '', 'saya', '', 'meng', 'copot', '', 'pasang', 'lebih', '', 'kali', 'semakim', 'kesini', 'aplikasi', 'nya', 'makin', 'banyak', 'gangguansehingganya', 'aplikasi', 'sering', 'alami', 'gangguang', '', 'nge', 'bugswhingga', 'nya', '', '', 'pasang', 'ualang', 'hari', 'amanbesok', 'nya', 'langsung', '', '', 'buka', 'kembalihanya', 'logo', 'tiktok', 'nya', '', 'mohon', 'pihak', 'tiktok', '', 'upaya', 'baik', '', 'jauh', 'lebih', 'baik', '', 'bukan', 'jauh', 'lebih', 'buruk']",-23,negative
7. Alexander Arriel,1,2023-11-04 01:12:20,"diakun saya @semua mantan. banyak fitur yg tidak ada,seperti contohnya bisa memperlambat dan mempercepat vidio,bar skip vidio dibawah jg tidak ada,pokoknya aneh,saya kecewa!! udah update udah uninstall download lagi tetep sama aja,tolong berikan kenyamanan bagi semua pengguna","['akun', '', 'mantan', 'banyak', 'fitur', 'yang', '', 'adaseperti', 'contoh', '', 'lambat', '', 'cepat', 'vidiobar', 'skip', 'vidio', 'bawah', 'juga', '', 'adapokoknya', 'anehsaya', 'kecewa', 'sudah', 'terbaru', 'sudah', 'copot', 'unduh', '', 'tetep', 'sama', 'ajatolong', 'ikan', 'nyaman', '', 'semua', 'guna']",2,positive
Kristiani Zagoto,2,2023-11-16 22:27:29,"Dear tiktok Saya senang tiktok ada karena selain menghibur bisa jg sebagai tempat untuk belajar tapi sangat di sayangkan sekali karena akhir"" ini untuk kualitas tiktok semakin menurun alasan sering bug tiktok tidak bisa di buka cuma stop di logo saja harus di uninstall download lg baru bisa.....tolong untuk manajemen tiktok segera di perbaiki agar tidak menggangu pengguna.... terimakasih 🙏","['terhormat', 'tiktok', '', 'senang', 'tiktok', '', '', '', 'hibur', '', 'juga', '', 'tempat', '', 'ajar', '', 'sangat', '', 'sayang', 'sekali', '', 'akhir', '', '', 'kualitas', 'tiktok', 'makin', 'turun', 'alas', 'sering', 'bug', 'tiktok', '', '', '', 'buka', 'cuma', 'stop', '', 'logo', '', '', '', 'copot', 'unduh', 'lagi', 'baru', 'bisatolong', '', 'manajemen', 'tiktok', 'segera', '', 'baik', '', '', 'menggangu', 'guna', 'terima kasih']",0,neutral
Dani Tri setiawan,1,2023-10-17 18:29:21,"aplikasi jelek, masa kalo mau liat tiktok masuknya lama bgt udh coba berkali kali tpi masih aja kaya gitu, mau dibilang antara nge lag atau bug saya gak tau, masa pas saya uninstall baru di download lagi baru bisa masuk emg aneh saya sama aplikasi yang satu ini, semoga bisa di perbaiki","['aplikasi', 'jelek', 'masa', 'kalau', 'mau', 'lihat', 'tiktok', 'masuk', 'lama', 'banget', 'udh', 'coba', 'kali', 'kali', 'tapi', '', 'saja', 'kaya', 'gitu', 'mau', 'bilang', '', 'nge', 'lag', '', 'bug', '', 'gak', 'tahu', 'masa', 'pas', '', 'copot', 'baru', '', 'unduh', '', 'baru', '', 'masuk', 'emg', 'aneh', '', 'sama', 'aplikasi', '', 'satu', '', 'moga', '', '', 'baik']",-1,negative
Yatino Vivo,1,2023-09-20 14:09:24,Untuk developer tik tok.. Tolong di perbaiki lagi karena masih banyak bug dan tik tok nya sering leg setelah di upadate aplikasi tik toknya..tolong untukkk di perbaikiiii!!!!!!!!!!!!!!!!!!,"['', 'developer', 'tik', 'tok', '', '', 'baik', '', '', '', 'banyak', 'bug', '', 'tik', 'tok', 'nya', 'sering', 'lelet', '', '', 'upadate', 'aplikasi', 'tik', 'toknyatolong', 'untukkk', '', 'perbaikiiii']",1,positive
Abi Zeela,1,2023-09-21 10:23:25,TikTok ini gimana kok setelah di-update malah tambah gak karuan... Aplikasinya sering gak bisa dibuka. Sampai² harus uinstal dan install ulang lagi..dan lagi... Terus juga ketika mau login pakai nomor nungguin OTP lama banget...... Sampai diulang-ulang. Alhasil muncul tulisan frekuensi kunjungan terlalu sering. Udah deh ribet. Masalahnya sulit teratasi.,"['tiktok', '', 'bagaimana', 'kok', '', 'terbaru', 'bahkan', 'tambah', 'gak', 'karuan', 'aplikasi', 'sering', 'gak', '', 'buka', 'sampai', '', 'uinstal', '', 'pasang', 'ulang', 'lagidan', '', 'terus', '', '', 'mau', 'login', 'pakai', 'nomor', 'tunggu', 'otp', 'lama', 'banget', '', 'diulangulang', 'alhasil', 'muncul', 'tulis', 'frekuensi', 'kunjung', 'terlalu', 'sering', 'sudah', 'deh', 'ribet', 'masalah', 'sulit', 'atas']",-6,negative
Widina Razny,3,2023-10-11 15:33:38,"Aplikasi nya udah baguuss, bangettt. Seruu. Tapi tolong kok akhir akhir ini sering banget gak bisa dibuka, cuma ada logo nya doang.. padahal jaringan bagus, handphone nya jarang ngeleg. Jad harus di hapus download lagii. Tolong saya sudah berulang ulang seperti itu sampai 6 kali.","['aplikasi', 'nya', 'sudah', 'baguuss', 'bangettt', 'seruu', '', '', 'kok', 'akhir', 'akhir', '', 'sering', 'banget', 'gak', '', 'buka', 'cuma', '', 'logo', 'nya', 'doang', 'padahal', 'jaringan', 'bagus', 'handphone', 'nya', 'jarang', 'lelet', 'jad', '', '', 'hapus', 'unduh', 'lagi', '', '', '', 'ulang', 'ulang', '', '', '', 'kali']",-12,negative
Nfth0413,1,2023-09-18 19:26:55,"Tiktok saya kok lag ya? Padahal sudah diupdate akan tetapi malah semakin nge-lag, bahkan sering ada suaranya namun ganbar nya tidak bergerak, setelah di kembalikan ke home terkadang juga masih ngikut suaranya, tolong dong buat developer di perbaiki yg kayak gini biar ga keulang lagi...","['tiktok', '', 'kok', 'lag', '', 'padahal', '', 'terbaru', '', '', 'bahkan', 'makin', 'lelet', 'bahkan', 'sering', '', 'suara', '', 'ganbar', 'nya', '', 'gerak', '', '', 'kembali', '', 'home', 'terkadang', '', '', 'ikut', 'suara', '', 'dong', 'buat', 'developer', '', 'baik', 'yang', 'kayak', 'gin', 'biar', 'tidak', 'ulang', '']",1,positive
Ibnu Hasyim Alwi,2,2023-10-06 07:17:53,"Aplikasi sangat menghibur dan ada juga manfaatnya, hanya saja belakangan ini aplikasinya tidak bisa di buka , padahal Ram hp masih mumpuni , dan ternyata hal tersebut (tiktok tidak bisa di buka) banyak yang mengalami , silahkan di perbaiki agar aplikasi tiktok tetap bisa di minati semua orang , terimakasih.","['aplikasi', 'sangat', 'hibur', '', '', '', 'manfaat', '', '', 'belakang', '', 'aplikasi', '', '', '', 'buka', 'padahal', 'ram', 'seluler', '', 'mumpuni', '', 'nyata', '', 'sebut', 'tiktok', '', '', '', 'buka', 'banyak', '', 'alami', 'silah', '', 'baik', '', 'aplikasi', 'tiktok', 'tetap', '', '', 'minat', 'semua', 'orang', 'terima kasih']",4,positive
Vilda Citra,3,2023-09-24 18:13:23,"Sebelumnya apk tik tok ini tuh udh bgs bgt tapi kadang kalo mau masuk itu suka ngebug dan bug nya itu lama, misal kita mau masuk ke apk tik tok ny tapi logo ny itu lamaaaaa bgt dan harus dowload ulang biar bisa masuk, jdi bikin maless dan bete terkadang kalo aku mau masuk itu kadang""akun aku selalu hilang dan harus daftar lagi jdi tolong untuk update kali ini kalo bisa diilangin bug""nya","['belum', 'aplikasi', 'tik', 'tok', '', 'tuh', 'udh', 'bagus', 'banget', '', 'kadang', 'kalau', 'mau', 'masuk', '', 'suka', 'bug', '', 'bug', 'nya', '', 'lama', 'misal', '', 'mau', 'masuk', '', 'aplikasi', 'tik', 'tok', 'ny', '', 'logo', 'ny', '', 'lamaaaaa', 'banget', '', '', 'dowload', 'ulang', 'biar', '', 'masuk', 'jadi', 'bikin', 'maless', '', 'bosan', 'terkadang', 'kalau', 'aku', 'mau', 'masuk', '', 'kadangakun', 'aku', 'selalu', 'hilang', '', '', 'daftar', '', 'jadi', '', '', 'terbaru', 'kali', '', 'kalau', '', 'diilangin', 'bugnya']",4,positive
Larisa Suastika,4,2023-09-13 20:38:02,Saya menyukai Tiktok dan sudah sangat sempurna bagi saya. Tetapi kebanyakan orang memberi centang satu dan tidak nyaman memakai tiktok karena update nya seperti memburuk. Saya sarankan untuk tingkatkan lagi agar berkualitas bagus untuk di semua Hp. Dan saya juga tidak merasa kurang apalagi dengan tiktok hanya kasihan dengan orang yang tidak nyaman memakai tiktok. Saran dari saya jangan update terlalu banyak karena akan membuat Lag dan patah patah Jika kebanyakan update sekian dari saya Makasih.,"['', 'suka', 'tiktok', '', '', 'sangat', 'sempurna', '', '', '', 'banyak', 'orang', 'beri', 'centang', 'satu', '', '', 'nyaman', 'pakai', 'tiktok', '', 'terbaru', 'nya', '', 'buruk', '', 'saran', '', 'tingkat', '', '', 'kualitas', 'bagus', '', '', 'semua', 'seluler', '', '', '', '', 'rasa', 'kurang', '', '', 'tiktok', '', 'kasih', '', 'orang', '', '', 'nyaman', 'pakai', 'tiktok', 'saran', '', '', 'jangan', 'terbaru', 'terlalu', 'banyak', '', '', 'buat', 'lag', '', 'patah', 'patah', '', 'banyak', 'terbaru', 'sekian', '', '', 'terima kasih']",-2,negative
Mahendra Mahendra,4,2023-11-16 18:25:29,"Admin tolong diperbaiki dong fitur music live streamingnya, masak di android gk suport audio stereo, sedang di i phone bisa stereo...kan di Indonesia gk semua user pakek i phone. ini penting sekali karna banyak yg streaming live nya nyanyi tp audio yg keluar masih mono karna perangkat yg digunakan android. Tolong segera dicarikan solusi, terima kasih","['admin', '', 'baik', 'dong', 'fitur', 'music', 'langsung', 'streamingnya', 'masak', '', 'seluler', 'tidak', 'suport', 'audio', 'stereo', 'sedang', '', 'i', 'seluler', '', 'stereo', '', 'indonesia', 'tidak', 'semua', 'konsumen', 'pakai', 'i', 'seluler', '', 'penting', 'sekali', 'karena', 'banyak', 'yang', 'streaming', 'langsung', 'nya', 'nyanyi', 'tapi', 'audio', 'yang', 'keluar', '', 'mono', 'karena', 'perangkat', 'yang', 'guna', 'seluler', '', 'segera', 'cari', 'solusi', 'terima', 'kasih']",-25,negative
Nandito Frederico S,1,2023-10-10 23:28:17,"Setelah update, tiktok malah makin gajelas. Sudah banyak yang komplain soal masalah ini, yang dimana itu adalah aplikasi ini tidak berjalan semestinya, terkadang stuck di logo dan membuat hp menjadi lag saat berada di aplikasi lain ataupun saat keluar tiktok.. adapun juga aplikasi ini benar-benar sudah tidak bisa dibuka sama sekali. Padahal secara pribadi penyimpanan saya masih banyak tapi dari tiktok sendiri masih mengalami hal seperti itu meskipun hp sudah di restart","['', 'terbaru', 'tiktok', 'bahkan', 'makin', 'tidak jelas', '', 'banyak', '', 'komplain', 'soal', 'masalah', '', '', '', '', '', 'aplikasi', '', '', 'jalan', 'mesti', 'terkadang', 'stuck', '', 'logo', '', 'buat', 'seluler', 'jadi', 'lag', '', 'ada', '', 'aplikasi', '', 'atau', '', 'keluar', 'tiktok', 'adapun', '', 'aplikasi', '', 'benarbenar', '', '', '', 'buka', 'sama', 'sekali', 'padahal', '', 'pribadi', 'simpan', '', '', 'banyak', '', '', 'tiktok', 'sendiri', '', 'alami', '', '', '', 'meski', 'seluler', '', '', 'restart']",-22,negative
Rayzhel Joe,5,2023-10-27 19:20:14,"Tiktok sangat seru tetapi mengapa aku tidak bisa update tapi aku terasa nyaman di tiktok, aku merasa senang tetapi sebenarnya ada beberapa bug, yaitu sering ngelag kalau mau keluar, suka gabisa buka tiktok dan lain-lainnya tapi itu masih bisa diperbaiki mohon untuk info ini terimakasih,, dan juga update sekian terimakasih banyak,,","['tiktok', 'sangat', 'seru', '', '', 'aku', '', '', 'terbaru', '', 'aku', 'asa', 'nyaman', '', 'tiktok', 'aku', 'rasa', 'senang', '', 'benar', '', 'beberapa', 'bug', '', 'sering', 'lelet', 'kalau', 'mau', 'keluar', 'suka', 'tidak bisa', 'buka', 'tiktok', '', 'lainlainnya', '', '', '', '', 'baik', 'mohon', '', 'informasi', '', 'terima kasih', '', '', 'terbaru', 'sekian', 'terima kasih', 'banyak']",27,positive
Papa Keyla,2,2023-11-07 00:55:27,Saya mengalami masalah pada suara/lagu yang jadi favorit tidak muncul di bagian pilihan suara. Agal kesal dengan masalah ini menyulitkan saya untuk memposting Video. Tolong Pihak tiktok Memperhatikan ini makasih,"['', 'alami', 'masalah', '', 'suaralagu', '', 'jadi', 'favorit', '', 'muncul', '', 'bagi', 'pilih', 'suara', 'agal', 'kesal', '', 'masalah', '', 'sulit', '', '', 'memposting', 'video', '', 'pihak', 'tiktok', 'perhati', '', 'terima kasih']",-16,negative
nafla nanda m,1,2023-10-11 03:32:07,"setelah update dan saat membuka likes akun pasti selalu lemot, RAM nya begitu besar sekali setelah update sangat tidak nyaman sebaik nya hilangkan saja fitur yg tidak digunakan. suka kesel kalo stuck di depan logo tiktok dan memengaruhi saat membuka aplikasi lain.","['', 'terbaru', '', '', 'buka', 'likes', 'akun', '', 'selalu', 'lot', 'ram', 'nya', '', 'besar', 'sekali', '', 'terbaru', 'sangat', '', 'nyaman', 'baik', 'nya', 'hilang', '', 'fitur', 'yang', '', 'guna', 'suka', 'kesel', 'kalau', 'stuck', '', 'depan', 'logo', 'tiktok', '', 'pengaruh', '', 'buka', 'aplikasi', '']",-4,negative
Rama Alfadly,1,2023-09-24 20:25:56,"Dengarkan saya. Akhir akhir ini aplikasi tiktok sepertinya membuat masalah pada RAM. Gejalanya, ada yang langsung, ada juga yang setelah beberapa hari pemakaian tiba tiba aplikasi tiktok tidak bisa di buka. berhenti pada logo Tiktok, dan sesekali setelah itu langsung menutup dengan sendirinya. Yang lebih parahnya, beberapa perangkat mengalami LAGGing parah. Layar menyala mati menyala mati dan selalu kembali ke layar utama atau layar kunci. Dan saya cek RAM tersisa 100mb.","['dengar', '', 'akhir', 'akhir', '', 'aplikasi', 'tiktok', 'seperti', 'buat', 'masalah', '', 'ram', 'gejala', '', '', 'langsung', '', '', '', '', 'beberapa', 'hari', 'pakai', 'tiba', 'tiba', 'aplikasi', 'tiktok', '', '', '', 'buka', 'henti', '', 'logo', 'tiktok', '', 'sekal', '', '', 'langsung', 'tutup', '', 'sendiri', '', 'lebih', 'parah', 'beberapa', 'perangkat', 'alami', 'lelet', 'parah', 'layar', 'nyala', 'mati', 'nyala', 'mati', '', 'selalu', '', '', 'layar', 'utama', '', 'layar', 'kunci', '', '', 'cek', 'ram', 'sisa', 'mb']",-32,negative
Putri Putri,3,2023-11-02 16:33:33,Maaf tiktok sebelumnya saya kasih bintang 3 karena semakin tiktok di update semakin sering bug Contoh : -saat merekam layar tiba-tiba jadi hitam -saat buka apk keluar sendiri -like atau komen tidak bisa dipencet Ya itu bug yg sering saya alami semoga tiktok membaca ini dan segera memperbaikinya ya mungkin itu saja terimakasih (⁠•⁠ө⁠•⁠) 💗,"['maaf', 'tiktok', 'belum', '', 'kasih', 'bintang', '', 'makin', 'tiktok', '', 'terbaru', 'makin', 'sering', 'bug', 'contoh', '', 'rekam', 'layar', 'tiba', 'jadi', 'hitam', '', 'buka', 'aplikasi', 'keluar', 'sendiri', 'like', '', 'komen', '', '', 'pencet', '', '', 'bug', 'yang', 'sering', '', 'alami', 'moga', 'tiktok', 'baca', '', '', 'segera', 'baik', '', 'mungkin', '', '', 'terima kasih', '']",-3,negative
Will,1,2023-09-30 21:42:59,"Aplikasi tiktok sekarang malah seperti virus,kalo mau buka aplikasinya pasti hp langsung lag dan itupun ngaruh ke aplikasi yg lain sekalipun masuk tapi nggak bisa di scroll dan kalo mau keluar aplikasinya malah lag banget,harus mulai ulang hp dulu baru bisa agak Lain nih emang aplikasi,semakin update semakain nggak jelas.ANEHHH!!!","['aplikasi', 'tiktok', 'sekarang', 'bahkan', '', 'viruskalo', 'mau', 'buka', 'aplikasi', '', 'seluler', 'langsung', 'lag', '', 'itu', 'berpengaruh', '', 'aplikasi', 'yang', '', 'sekalipun', 'masuk', '', '', '', '', 'scroll', '', 'kalau', 'mau', 'keluar', 'aplikasi', 'bahkan', 'lag', 'bangetharus', 'mulai', 'ulang', 'seluler', 'dulu', 'baru', '', '', '', 'ini', 'emang', 'aplikasisemakin', 'terbaru', 'semakain', '', 'jelasanehhh']",-10,negative
Jully Anti,2,2023-09-01 08:54:55,"Tolong pihak tiktok,kenapa setelah di update tiktok nya jadi makin lambat,untuk membuka pertama kali terlihat sangat lambat pdhl koneksi bagus,pdhl sebelum di update tidak seperti ini,tolong segera di perbaiki untuk kenyamanan pengguna 🙏","['', 'pihak', 'tiktokkenapa', '', '', 'terbaru', 'tiktok', 'nya', 'jadi', 'makin', 'lambatuntuk', 'buka', 'pertama', 'kali', 'lihat', 'sangat', 'lambat', 'padahal', 'koneksi', 'baguspdhl', '', '', 'terbaru', '', '', 'initolong', 'segera', '', 'baik', '', 'nyaman', 'guna']",13,positive
Agung Darmasila,1,2023-10-04 20:15:24,Sering macet pas buka aplikasinya dan tidak bisa masuk lagi ke aplikasinya. Hrus uninstal dan download ulang bru kebuka. Nnti tdk lama kemudian kembali tdk bisa kebuka. Capekkk udh ada 10x uninstal dan download hanya untuk buka tiktok. Lebih parahnya tiba2 HP nge frame parah dan macet2 bikin HP lemot buka apapun itu. Tolong diperbaiki.,"['sering', 'macet', 'pas', 'buka', 'aplikasi', '', '', '', 'masuk', '', '', 'aplikasi', 'harus', 'copot', '', 'unduh', 'ulang', 'baru', 'buka', 'nanti', 'tidak', 'lama', 'kemudian', '', 'tidak', '', 'buka', 'capekkk', 'udh', '', 'x', 'copot', '', 'unduh', '', '', 'buka', 'tiktok', 'lebih', 'parah', 'tiba', 'seluler', 'nge', 'frame', 'parah', '', 'macet', 'bikin', 'seluler', 'lot', 'buka', 'apa', '', '', 'baik']",-42,negative
